id;bin_label;newick;organism
88;terpene;"(((7761:0.08289,1766:0.04408):0.01732,(1666:0.04768,3056:0.05486)0.99:0.02635)0.88:0.00173,4000:0.10194):0.00000;";Tragib1
88;terpene;"(((7761:0.08289,1766:0.04408):0.01732,(1666:0.04768,3056:0.05486)0.99:0.02635)0.88:0.00173,4000:0.10194):0.00000;";Artele1122
88;terpene;"(((7761:0.08289,1766:0.04408):0.01732,(1666:0.04768,3056:0.05486)0.99:0.02635)0.88:0.00173,4000:0.10194):0.00000;";Tralj1
89;terpene;"(1758:0.0,8499:0.0):0.01;";Lenti7
89;terpene;"(1758:0.0,8499:0.0):0.01;";Lenti6
90;terpene;"((1802:0.19428,9427:0.14591):0.00029,9279:0.19457):0.00000;";Phlbr1
90;terpene;"((1802:0.19428,9427:0.14591):0.00029,9279:0.19457):0.00000;";Phlcen1
90;terpene;"((1802:0.19428,9427:0.14591):0.00029,9279:0.19457):0.00000;";Phlrad1
91;terpene;"(1936:0.0,9177:0.0):0.01;";Rigmic1
91;terpene;"(1936:0.0,9177:0.0):0.01;";Rigmic1
92;terpene;"(1952:0.14227,(6979:0.00056,2040:0.00014):0.07086):0.00000;";Polar1
92;terpene;"(1952:0.14227,(6979:0.00056,2040:0.00014):0.07086):0.00000;";Lenti7
92;terpene;"(1952:0.14227,(6979:0.00056,2040:0.00014):0.07086):0.00000;";Lenti6
93;terpene;"(2077:0.0,3675:0.0):0.01;";Gansi1
93;terpene;"(2077:0.0,3675:0.0):0.01;";Ganleu1
94;terpene;"(((8580:0.00000,2109:0.00000):0.00091,3599:0.00000)0.89:0.09287,2756:0.09377):0.00000;";Dicsqu463
94;terpene;"(((8580:0.00000,2109:0.00000):0.00091,3599:0.00000)0.89:0.09287,2756:0.09377):0.00000;";Epityp1
94;terpene;"(((8580:0.00000,2109:0.00000):0.00091,3599:0.00000)0.89:0.09287,2756:0.09377):0.00000;";Dicsq1
94;terpene;"(((8580:0.00000,2109:0.00000):0.00091,3599:0.00000)0.89:0.09287,2756:0.09377):0.00000;";Dicsqu464
95;terpene;"(2266:0.0,5045:0.0):0.01;";Earsca1
95;terpene;"(2266:0.0,5045:0.0):0.01;";Fomfom1
96;terpene;"(((3060:0.00097,9157:0.00000)0.98:0.00503,8296:0.00560)1.00:0.06782,(((4909:0.03449,8016:0.04201)0.94:0.00523,2306:0.03263):0.01216,6227:0.03409)0.97:0.01442):0.00000;";Gansi1
96;terpene;"(((3060:0.00097,9157:0.00000)0.98:0.00503,8296:0.00560)1.00:0.06782,(((4909:0.03449,8016:0.04201)0.94:0.00523,2306:0.03263):0.01216,6227:0.03409)0.97:0.01442):0.00000;";Ganleu1
96;terpene;"(((3060:0.00097,9157:0.00000)0.98:0.00503,8296:0.00560)1.00:0.06782,(((4909:0.03449,8016:0.04201)0.94:0.00523,2306:0.03263):0.01216,6227:0.03409)0.97:0.01442):0.00000;";Ganluc1
96;terpene;"(((3060:0.00097,9157:0.00000)0.98:0.00503,8296:0.00560)1.00:0.06782,(((4909:0.03449,8016:0.04201)0.94:0.00523,2306:0.03263):0.01216,6227:0.03409)0.97:0.01442):0.00000;";Dicsqu464
96;terpene;"(((3060:0.00097,9157:0.00000)0.98:0.00503,8296:0.00560)1.00:0.06782,(((4909:0.03449,8016:0.04201)0.94:0.00523,2306:0.03263):0.01216,6227:0.03409)0.97:0.01442):0.00000;";Dicsqu18370
96;terpene;"(((3060:0.00097,9157:0.00000)0.98:0.00503,8296:0.00560)1.00:0.06782,(((4909:0.03449,8016:0.04201)0.94:0.00523,2306:0.03263):0.01216,6227:0.03409)0.97:0.01442):0.00000;";Dicsqu463
96;terpene;"(((3060:0.00097,9157:0.00000)0.98:0.00503,8296:0.00560)1.00:0.06782,(((4909:0.03449,8016:0.04201)0.94:0.00523,2306:0.03263):0.01216,6227:0.03409)0.97:0.01442):0.00000;";Gansp1
97;terpene;"(2468:0.0,6331:0.0):0.01;";Traver1
97;terpene;"(2468:0.0,6331:0.0):0.01;";Trapub1
98;terpene;"(2612:0.0,8206:0.0):0.01;";Tramen1
98;terpene;"(2612:0.0,8206:0.0):0.01;";Tralac1
99;terpene;"(2658:0.0,6809:0.0):0.01;";Gansp1
99;terpene;"(2658:0.0,6809:0.0):0.01;";Ganluc1
100;terpene;"((5424:0.00956,2912:0.00791):0.00098,8242:0.01054):0.00000;";Dicsqu463
100;terpene;"((5424:0.00956,2912:0.00791):0.00098,8242:0.01054):0.00000;";Dicsqu18370
100;terpene;"((5424:0.00956,2912:0.00791):0.00098,8242:0.01054):0.00000;";Dicsq1
101;terpene;"(2916:0.0,7102:0.0):0.01;";Lenti7
101;terpene;"(2916:0.0,7102:0.0):0.01;";Lenti6
102;terpene;"(3138:0.0,6744:0.0):0.01;";Hydfim1
102;terpene;"(3138:0.0,6744:0.0):0.01;";Cytmel1
103;terpene;"(3174:0.34681,(7252:0.16725,9299:0.10056):0.08978):0.00000;";Fibra1
103;terpene;"(3174:0.34681,(7252:0.16725,9299:0.10056):0.08978):0.00000;";Daequ1
103;terpene;"(3174:0.34681,(7252:0.16725,9299:0.10056):0.08978):0.00000;";Fomros1
104;terpene;"((3655:0.00824,4965:0.00107):0.00848,(8892:0.00530,7890:0.00219)1.00:0.01141):0.00000;";Dicsq1
104;terpene;"((3655:0.00824,4965:0.00107):0.00848,(8892:0.00530,7890:0.00219)1.00:0.01141):0.00000;";Dicsqu18370
104;terpene;"((3655:0.00824,4965:0.00107):0.00848,(8892:0.00530,7890:0.00219)1.00:0.01141):0.00000;";Dicsqu463
104;terpene;"((3655:0.00824,4965:0.00107):0.00848,(8892:0.00530,7890:0.00219)1.00:0.01141):0.00000;";Dicsqu464
105;terpene;"((8524:0.07684,7652:0.02697):0.00782,(3940:0.06519,3667:0.03810)1.00:0.01947):0.00000;";Gansp1
105;terpene;"((8524:0.07684,7652:0.02697):0.00782,(3940:0.06519,3667:0.03810)1.00:0.01947):0.00000;";Ganleu1
105;terpene;"((8524:0.07684,7652:0.02697):0.00782,(3940:0.06519,3667:0.03810)1.00:0.01947):0.00000;";Gansi1
105;terpene;"((8524:0.07684,7652:0.02697):0.00782,(3940:0.06519,3667:0.03810)1.00:0.01947):0.00000;";Ganbon1
106;terpene;"(9379:0.16673,(8776:0.13473,3691:0.13371):0.01600):0.00000;";Tragib1
106;terpene;"(9379:0.16673,(8776:0.13473,3691:0.13371):0.01600):0.00000;";Trapub1
106;terpene;"(9379:0.16673,(8776:0.13473,3691:0.13371):0.01600):0.00000;";Pycco1
107;terpene;"(((5924:0.14577,7280:0.05545)0.87:0.02808,(8540:0.09969,6756:0.03177):0.01888)0.85:0.10767,(4350:0.26123,4051:0.07057)0.96:0.02029):0.00000;";Ganleu1
107;terpene;"(((5924:0.14577,7280:0.05545)0.87:0.02808,(8540:0.09969,6756:0.03177):0.01888)0.85:0.10767,(4350:0.26123,4051:0.07057)0.96:0.02029):0.00000;";Ganbon1
107;terpene;"(((5924:0.14577,7280:0.05545)0.87:0.02808,(8540:0.09969,6756:0.03177):0.01888)0.85:0.10767,(4350:0.26123,4051:0.07057)0.96:0.02029):0.00000;";Ganluc1
107;terpene;"(((5924:0.14577,7280:0.05545)0.87:0.02808,(8540:0.09969,6756:0.03177):0.01888)0.85:0.10767,(4350:0.26123,4051:0.07057)0.96:0.02029):0.00000;";Ganbon1
107;terpene;"(((5924:0.14577,7280:0.05545)0.87:0.02808,(8540:0.09969,6756:0.03177):0.01888)0.85:0.10767,(4350:0.26123,4051:0.07057)0.96:0.02029):0.00000;";Ganluc1
107;terpene;"(((5924:0.14577,7280:0.05545)0.87:0.02808,(8540:0.09969,6756:0.03177):0.01888)0.85:0.10767,(4350:0.26123,4051:0.07057)0.96:0.02029):0.00000;";Gansi1
108;terpene;"((4099:0.00000,8202:0.00000):0.07369,6375:0.07369):0.00000;";Lenti7
108;terpene;"((4099:0.00000,8202:0.00000):0.07369,6375:0.07369):0.00000;";Polsqu1
108;terpene;"((4099:0.00000,8202:0.00000):0.07369,6375:0.07369):0.00000;";Lenti6
109;terpene;"(4204:0.0,6585:0.0):0.01;";Tramax1
109;terpene;"(4204:0.0,6585:0.0):0.01;";Artele1122
110;terpene;"(4410:0.0,5916:0.0):0.01;";Lenti6
110;terpene;"(4410:0.0,5916:0.0):0.01;";Lenti7
111;terpene;"(4458:0.0,9173:0.0):0.01;";Antser1
111;terpene;"(4458:0.0,9173:0.0):0.01;";Fomros1
112;terpene;"(4470:0.0,7027:0.0):0.01;";Rigmic1
112;terpene;"(4470:0.0,7027:0.0):0.01;";Rigmic1
113;terpene;"(((9517:0.00000,4595:0.00000)0.82:0.00050,6287:0.00000):0.03615,8479:0.03665):0.00000;";Dicsqu464
113;terpene;"(((9517:0.00000,4595:0.00000)0.82:0.00050,6287:0.00000):0.03615,8479:0.03665):0.00000;";Dicsqu18370
113;terpene;"(((9517:0.00000,4595:0.00000)0.82:0.00050,6287:0.00000):0.03615,8479:0.03665):0.00000;";Dicsq1
113;terpene;"(((9517:0.00000,4595:0.00000)0.82:0.00050,6287:0.00000):0.03615,8479:0.03665):0.00000;";Dicsqu463
114;terpene;"(4803:0.0,5183:0.0):0.01;";Phlbr1
114;terpene;"(4803:0.0,5183:0.0):0.01;";Phlrad1
115;terpene;"(4893:0.0,7741:0.0):0.01;";Dicsqu18370
115;terpene;"(4893:0.0,7741:0.0):0.01;";Dicsq1
116;terpene;"(5207:0.0,6569:0.0):0.01;";Trave1
116;terpene;"(5207:0.0,6569:0.0):0.01;";Traver1
117;terpene;"(5295:0.0,8362:0.0):0.01;";Tramen1
117;terpene;"(5295:0.0,8362:0.0):0.01;";Tralac1
118;terpene;"(5536:0.0,7640:0.0):0.01;";Lenti6
118;terpene;"(5536:0.0,7640:0.0):0.01;";Lenti7
119;terpene;"((5740:0.15555,(6557:0.03681,6922:0.04628):0.10663)1.00:0.09287,9235:0.24841):0.00000;";Pycco1
119;terpene;"((5740:0.15555,(6557:0.03681,6922:0.04628):0.10663)1.00:0.09287,9235:0.24841):0.00000;";Tramen1
119;terpene;"((5740:0.15555,(6557:0.03681,6922:0.04628):0.10663)1.00:0.09287,9235:0.24841):0.00000;";Tralac1
119;terpene;"((5740:0.15555,(6557:0.03681,6922:0.04628):0.10663)1.00:0.09287,9235:0.24841):0.00000;";Hexnit1
120;terpene;"(5812:0.0,8904:0.0):0.01;";Polsqu1
120;terpene;"(5812:0.0,8904:0.0):0.01;";Polar1
121;terpene;"(6017:0.0,7448:0.0):0.01;";Lenti6
121;terpene;"(6017:0.0,7448:0.0):0.01;";Lenti7
122;terpene;"(6355:0.0,8044:0.0):0.01;";Cytmel1
122;terpene;"(6355:0.0,8044:0.0):0.01;";Irplac1
123;terpene;"((9335:0.11949,9189:0.09151):0.00451,6858:0.12400):0.00000;";Pipbet1
123;terpene;"((9335:0.11949,9189:0.09151):0.00451,6858:0.12400):0.00000;";Daequ1
123;terpene;"((9335:0.11949,9189:0.09151):0.00451,6858:0.12400):0.00000;";Antser1
124;terpene;"(6878:0.0,8844:0.0):0.01;";Ganbon1
124;terpene;"(6878:0.0,8844:0.0):0.01;";Gansp1
125;terpene;"(7232:0.0,7264:0.0):0.01;";Phlcen1
125;terpene;"(7232:0.0,7264:0.0):0.01;";Phlcen1
126;terpene;"(7396:0.0,8688:0.0):0.01;";Lenti6
126;terpene;"(7396:0.0,8688:0.0):0.01;";Lenti7
127;terpene;"(8028:0.0,8744:0.0):0.01;";Phlbr1
127;terpene;"(8028:0.0,8744:0.0):0.01;";Phlbr1
128;terpene;"(8391:0.0,9283:0.0):0.01;";Trave1
128;terpene;"(8391:0.0,9283:0.0):0.01;";Traver1
129;PKSI;"((9165:0.00000,(5748:0.00000,3603:0.00000):0.00000):0.01405,300:0.01405):0.00000;";PosplRSB12
129;PKSI;"((9165:0.00000,(5748:0.00000,3603:0.00000):0.00000):0.01405,300:0.01405):0.00000;";PosplRSB12
129;PKSI;"((9165:0.00000,(5748:0.00000,3603:0.00000):0.00000):0.01405,300:0.01405):0.00000;";PosplRSB12
129;PKSI;"((9165:0.00000,(5748:0.00000,3603:0.00000):0.00000):0.01405,300:0.01405):0.00000;";PosplRSB12
130;PKSI;"(700:0.00803,((8056:0.00190,2496:0.00189)0.98:0.00378,1105:0.00232):0.00118):0.00000;";Dicsqu463
130;PKSI;"(700:0.00803,((8056:0.00190,2496:0.00189)0.98:0.00378,1105:0.00232):0.00118):0.00000;";Dicsqu18370
130;PKSI;"(700:0.00803,((8056:0.00190,2496:0.00189)0.98:0.00378,1105:0.00232):0.00118):0.00000;";Dicsqu464
130;PKSI;"(700:0.00803,((8056:0.00190,2496:0.00189)0.98:0.00378,1105:0.00232):0.00118):0.00000;";Dicsq1
131;PKSI;"(1364:0.0,5167:0.0):0.01;";Antser1
131;PKSI;"(1364:0.0,5167:0.0):0.01;";Fomros1
132;PKSI;"((1900:0.03681,7616:0.03236)1.00:0.00633,(9375:0.01887,7148:0.01080):0.02427):0.00000;";Trapub1
132;PKSI;"((1900:0.03681,7616:0.03236)1.00:0.00633,(9375:0.01887,7148:0.01080):0.02427):0.00000;";Trave1
132;PKSI;"((1900:0.03681,7616:0.03236)1.00:0.00633,(9375:0.01887,7148:0.01080):0.02427):0.00000;";Trapub1
132;PKSI;"((1900:0.03681,7616:0.03236)1.00:0.00633,(9375:0.01887,7148:0.01080):0.02427):0.00000;";Traver1
133;PKSI;"(2504:0.0,8052:0.0):0.01;";Ganleu1
133;PKSI;"(2504:0.0,8052:0.0):0.01;";Ganluc1
134;PKSI;"((5764:0.04899,3956:0.04790):0.01025,4905:0.05924):0.00000;";Ganluc1
134;PKSI;"((5764:0.04899,3956:0.04790):0.01025,4905:0.05924):0.00000;";Gansp1
134;PKSI;"((5764:0.04899,3956:0.04790):0.01025,4905:0.05924):0.00000;";Gansi1
135;PKSI;"((6097:0.05064,4124:0.03766):0.05753,5093:0.10817):0.00000;";Trave1
135;PKSI;"((6097:0.05064,4124:0.03766):0.05753,5093:0.10817):0.00000;";Traver1
135;PKSI;"((6097:0.05064,4124:0.03766):0.05753,5093:0.10817):0.00000;";Trapub1
136;PKSI;"(4248:0.0,8664:0.0):0.01;";Dicsqu18370
136;PKSI;"(4248:0.0,8664:0.0):0.01;";Dicsq1
137;PKSI;"(((7432:0.00454,7861:0.00276):0.00230,4478:0.00122)0.68:0.00682,7898:0.01366):0.00000;";Dicsqu463
137;PKSI;"(((7432:0.00454,7861:0.00276):0.00230,4478:0.00122)0.68:0.00682,7898:0.01366):0.00000;";Dicsqu18370
137;PKSI;"(((7432:0.00454,7861:0.00276):0.00230,4478:0.00122)0.68:0.00682,7898:0.01366):0.00000;";Dicsq1
137;PKSI;"(((7432:0.00454,7861:0.00276):0.00230,4478:0.00122)0.68:0.00682,7898:0.01366):0.00000;";Dicsqu464
138;PKSI;"(4567:0.0,8403:0.0):0.01;";Fomros1
138;PKSI;"(4567:0.0,8403:0.0):0.01;";Daequ1
139;PKSI;"(5215:0.0,7011:0.0):0.01;";Tramen1
139;PKSI;"(5215:0.0,7011:0.0):0.01;";Tralac1
140;PKSI;"(5668:0.0,5968:0.0):0.01;";Lenti6
140;PKSI;"(5668:0.0,5968:0.0):0.01;";Lenti7
141;other;"(((((4707:0.14379,(7075:0.07494,1502:0.07679)1.00:0.04041)1.00:0.08469,9553:0.14297)0.92:0.01840,8288:0.16379)1.00:0.05877,4071:0.22194)1.00:0.02883,((((((8093:0.06363,397:0.08860)1.00:0.02949,(7620:0.01302,5159:0.01877)1.00:0.04925)0.62:0.01395,((((8121:0.00107,8395:0.01581)1.00:0.01810,4252:0.01624)1.00:0.05554,(9614:0.05734,4128:0.04142)1.00:0.05153)1.00:0.03378,3068:0.04172)1.00:0.03908)0.65:0.02187,(5147:0.09115,7098:0.05802)0.08:0.00464)1.00:0.02980,3296:0.11312):0.03632,((2948:0.20104,(((2391:0.05161,5155:0.01603)0.99:0.01716,2258:0.04745)1.00:0.02984,(((9161:0.00226,7256:0.00169)0.00:0.00000,478:0.00169)0.76:0.00055,4466:0.00172)1.00:0.07431)1.00:0.02476)0.99:0.02702,(((628:0.02726,21:0.02643)1.00:0.03115,(8900:0.00000,788:0.00000)1.00:0.05257)1.00:0.03595,(5896:0.07012,3150:0.05007)1.00:0.03076)0.98:0.02115)1.00:0.04287)1.00:0.06356):0.00000;";Polsqu1
141;other;"(((((4707:0.14379,(7075:0.07494,1502:0.07679)1.00:0.04041)1.00:0.08469,9553:0.14297)0.92:0.01840,8288:0.16379)1.00:0.05877,4071:0.22194)1.00:0.02883,((((((8093:0.06363,397:0.08860)1.00:0.02949,(7620:0.01302,5159:0.01877)1.00:0.04925)0.62:0.01395,((((8121:0.00107,8395:0.01581)1.00:0.01810,4252:0.01624)1.00:0.05554,(9614:0.05734,4128:0.04142)1.00:0.05153)1.00:0.03378,3068:0.04172)1.00:0.03908)0.65:0.02187,(5147:0.09115,7098:0.05802)0.08:0.00464)1.00:0.02980,3296:0.11312):0.03632,((2948:0.20104,(((2391:0.05161,5155:0.01603)0.99:0.01716,2258:0.04745)1.00:0.02984,(((9161:0.00226,7256:0.00169)0.00:0.00000,478:0.00169)0.76:0.00055,4466:0.00172)1.00:0.07431)1.00:0.02476)0.99:0.02702,(((628:0.02726,21:0.02643)1.00:0.03115,(8900:0.00000,788:0.00000)1.00:0.05257)1.00:0.03595,(5896:0.07012,3150:0.05007)1.00:0.03076)0.98:0.02115)1.00:0.04287)1.00:0.06356):0.00000;";Pycpun1
141;other;"(((((4707:0.14379,(7075:0.07494,1502:0.07679)1.00:0.04041)1.00:0.08469,9553:0.14297)0.92:0.01840,8288:0.16379)1.00:0.05877,4071:0.22194)1.00:0.02883,((((((8093:0.06363,397:0.08860)1.00:0.02949,(7620:0.01302,5159:0.01877)1.00:0.04925)0.62:0.01395,((((8121:0.00107,8395:0.01581)1.00:0.01810,4252:0.01624)1.00:0.05554,(9614:0.05734,4128:0.04142)1.00:0.05153)1.00:0.03378,3068:0.04172)1.00:0.03908)0.65:0.02187,(5147:0.09115,7098:0.05802)0.08:0.00464)1.00:0.02980,3296:0.11312):0.03632,((2948:0.20104,(((2391:0.05161,5155:0.01603)0.99:0.01716,2258:0.04745)1.00:0.02984,(((9161:0.00226,7256:0.00169)0.00:0.00000,478:0.00169)0.76:0.00055,4466:0.00172)1.00:0.07431)1.00:0.02476)0.99:0.02702,(((628:0.02726,21:0.02643)1.00:0.03115,(8900:0.00000,788:0.00000)1.00:0.05257)1.00:0.03595,(5896:0.07012,3150:0.05007)1.00:0.03076)0.98:0.02115)1.00:0.04287)1.00:0.06356):0.00000;";Dicsqu463
141;other;"(((((4707:0.14379,(7075:0.07494,1502:0.07679)1.00:0.04041)1.00:0.08469,9553:0.14297)0.92:0.01840,8288:0.16379)1.00:0.05877,4071:0.22194)1.00:0.02883,((((((8093:0.06363,397:0.08860)1.00:0.02949,(7620:0.01302,5159:0.01877)1.00:0.04925)0.62:0.01395,((((8121:0.00107,8395:0.01581)1.00:0.01810,4252:0.01624)1.00:0.05554,(9614:0.05734,4128:0.04142)1.00:0.05153)1.00:0.03378,3068:0.04172)1.00:0.03908)0.65:0.02187,(5147:0.09115,7098:0.05802)0.08:0.00464)1.00:0.02980,3296:0.11312):0.03632,((2948:0.20104,(((2391:0.05161,5155:0.01603)0.99:0.01716,2258:0.04745)1.00:0.02984,(((9161:0.00226,7256:0.00169)0.00:0.00000,478:0.00169)0.76:0.00055,4466:0.00172)1.00:0.07431)1.00:0.02476)0.99:0.02702,(((628:0.02726,21:0.02643)1.00:0.03115,(8900:0.00000,788:0.00000)1.00:0.05257)1.00:0.03595,(5896:0.07012,3150:0.05007)1.00:0.03076)0.98:0.02115)1.00:0.04287)1.00:0.06356):0.00000;";Polar1
141;other;"(((((4707:0.14379,(7075:0.07494,1502:0.07679)1.00:0.04041)1.00:0.08469,9553:0.14297)0.92:0.01840,8288:0.16379)1.00:0.05877,4071:0.22194)1.00:0.02883,((((((8093:0.06363,397:0.08860)1.00:0.02949,(7620:0.01302,5159:0.01877)1.00:0.04925)0.62:0.01395,((((8121:0.00107,8395:0.01581)1.00:0.01810,4252:0.01624)1.00:0.05554,(9614:0.05734,4128:0.04142)1.00:0.05153)1.00:0.03378,3068:0.04172)1.00:0.03908)0.65:0.02187,(5147:0.09115,7098:0.05802)0.08:0.00464)1.00:0.02980,3296:0.11312):0.03632,((2948:0.20104,(((2391:0.05161,5155:0.01603)0.99:0.01716,2258:0.04745)1.00:0.02984,(((9161:0.00226,7256:0.00169)0.00:0.00000,478:0.00169)0.76:0.00055,4466:0.00172)1.00:0.07431)1.00:0.02476)0.99:0.02702,(((628:0.02726,21:0.02643)1.00:0.03115,(8900:0.00000,788:0.00000)1.00:0.05257)1.00:0.03595,(5896:0.07012,3150:0.05007)1.00:0.03076)0.98:0.02115)1.00:0.04287)1.00:0.06356):0.00000;";Lenti7
141;other;"(((((4707:0.14379,(7075:0.07494,1502:0.07679)1.00:0.04041)1.00:0.08469,9553:0.14297)0.92:0.01840,8288:0.16379)1.00:0.05877,4071:0.22194)1.00:0.02883,((((((8093:0.06363,397:0.08860)1.00:0.02949,(7620:0.01302,5159:0.01877)1.00:0.04925)0.62:0.01395,((((8121:0.00107,8395:0.01581)1.00:0.01810,4252:0.01624)1.00:0.05554,(9614:0.05734,4128:0.04142)1.00:0.05153)1.00:0.03378,3068:0.04172)1.00:0.03908)0.65:0.02187,(5147:0.09115,7098:0.05802)0.08:0.00464)1.00:0.02980,3296:0.11312):0.03632,((2948:0.20104,(((2391:0.05161,5155:0.01603)0.99:0.01716,2258:0.04745)1.00:0.02984,(((9161:0.00226,7256:0.00169)0.00:0.00000,478:0.00169)0.76:0.00055,4466:0.00172)1.00:0.07431)1.00:0.02476)0.99:0.02702,(((628:0.02726,21:0.02643)1.00:0.03115,(8900:0.00000,788:0.00000)1.00:0.05257)1.00:0.03595,(5896:0.07012,3150:0.05007)1.00:0.03076)0.98:0.02115)1.00:0.04287)1.00:0.06356):0.00000;";Ganleu1
141;other;"(((((4707:0.14379,(7075:0.07494,1502:0.07679)1.00:0.04041)1.00:0.08469,9553:0.14297)0.92:0.01840,8288:0.16379)1.00:0.05877,4071:0.22194)1.00:0.02883,((((((8093:0.06363,397:0.08860)1.00:0.02949,(7620:0.01302,5159:0.01877)1.00:0.04925)0.62:0.01395,((((8121:0.00107,8395:0.01581)1.00:0.01810,4252:0.01624)1.00:0.05554,(9614:0.05734,4128:0.04142)1.00:0.05153)1.00:0.03378,3068:0.04172)1.00:0.03908)0.65:0.02187,(5147:0.09115,7098:0.05802)0.08:0.00464)1.00:0.02980,3296:0.11312):0.03632,((2948:0.20104,(((2391:0.05161,5155:0.01603)0.99:0.01716,2258:0.04745)1.00:0.02984,(((9161:0.00226,7256:0.00169)0.00:0.00000,478:0.00169)0.76:0.00055,4466:0.00172)1.00:0.07431)1.00:0.02476)0.99:0.02702,(((628:0.02726,21:0.02643)1.00:0.03115,(8900:0.00000,788:0.00000)1.00:0.05257)1.00:0.03595,(5896:0.07012,3150:0.05007)1.00:0.03076)0.98:0.02115)1.00:0.04287)1.00:0.06356):0.00000;";Ganbon1
141;other;"(((((4707:0.14379,(7075:0.07494,1502:0.07679)1.00:0.04041)1.00:0.08469,9553:0.14297)0.92:0.01840,8288:0.16379)1.00:0.05877,4071:0.22194)1.00:0.02883,((((((8093:0.06363,397:0.08860)1.00:0.02949,(7620:0.01302,5159:0.01877)1.00:0.04925)0.62:0.01395,((((8121:0.00107,8395:0.01581)1.00:0.01810,4252:0.01624)1.00:0.05554,(9614:0.05734,4128:0.04142)1.00:0.05153)1.00:0.03378,3068:0.04172)1.00:0.03908)0.65:0.02187,(5147:0.09115,7098:0.05802)0.08:0.00464)1.00:0.02980,3296:0.11312):0.03632,((2948:0.20104,(((2391:0.05161,5155:0.01603)0.99:0.01716,2258:0.04745)1.00:0.02984,(((9161:0.00226,7256:0.00169)0.00:0.00000,478:0.00169)0.76:0.00055,4466:0.00172)1.00:0.07431)1.00:0.02476)0.99:0.02702,(((628:0.02726,21:0.02643)1.00:0.03115,(8900:0.00000,788:0.00000)1.00:0.05257)1.00:0.03595,(5896:0.07012,3150:0.05007)1.00:0.03076)0.98:0.02115)1.00:0.04287)1.00:0.06356):0.00000;";Epityp1
141;other;"(((((4707:0.14379,(7075:0.07494,1502:0.07679)1.00:0.04041)1.00:0.08469,9553:0.14297)0.92:0.01840,8288:0.16379)1.00:0.05877,4071:0.22194)1.00:0.02883,((((((8093:0.06363,397:0.08860)1.00:0.02949,(7620:0.01302,5159:0.01877)1.00:0.04925)0.62:0.01395,((((8121:0.00107,8395:0.01581)1.00:0.01810,4252:0.01624)1.00:0.05554,(9614:0.05734,4128:0.04142)1.00:0.05153)1.00:0.03378,3068:0.04172)1.00:0.03908)0.65:0.02187,(5147:0.09115,7098:0.05802)0.08:0.00464)1.00:0.02980,3296:0.11312):0.03632,((2948:0.20104,(((2391:0.05161,5155:0.01603)0.99:0.01716,2258:0.04745)1.00:0.02984,(((9161:0.00226,7256:0.00169)0.00:0.00000,478:0.00169)0.76:0.00055,4466:0.00172)1.00:0.07431)1.00:0.02476)0.99:0.02702,(((628:0.02726,21:0.02643)1.00:0.03115,(8900:0.00000,788:0.00000)1.00:0.05257)1.00:0.03595,(5896:0.07012,3150:0.05007)1.00:0.03076)0.98:0.02115)1.00:0.04287)1.00:0.06356):0.00000;";Trapol1
141;other;"(((((4707:0.14379,(7075:0.07494,1502:0.07679)1.00:0.04041)1.00:0.08469,9553:0.14297)0.92:0.01840,8288:0.16379)1.00:0.05877,4071:0.22194)1.00:0.02883,((((((8093:0.06363,397:0.08860)1.00:0.02949,(7620:0.01302,5159:0.01877)1.00:0.04925)0.62:0.01395,((((8121:0.00107,8395:0.01581)1.00:0.01810,4252:0.01624)1.00:0.05554,(9614:0.05734,4128:0.04142)1.00:0.05153)1.00:0.03378,3068:0.04172)1.00:0.03908)0.65:0.02187,(5147:0.09115,7098:0.05802)0.08:0.00464)1.00:0.02980,3296:0.11312):0.03632,((2948:0.20104,(((2391:0.05161,5155:0.01603)0.99:0.01716,2258:0.04745)1.00:0.02984,(((9161:0.00226,7256:0.00169)0.00:0.00000,478:0.00169)0.76:0.00055,4466:0.00172)1.00:0.07431)1.00:0.02476)0.99:0.02702,(((628:0.02726,21:0.02643)1.00:0.03115,(8900:0.00000,788:0.00000)1.00:0.05257)1.00:0.03595,(5896:0.07012,3150:0.05007)1.00:0.03076)0.98:0.02115)1.00:0.04287)1.00:0.06356):0.00000;";Trabet1
141;other;"(((((4707:0.14379,(7075:0.07494,1502:0.07679)1.00:0.04041)1.00:0.08469,9553:0.14297)0.92:0.01840,8288:0.16379)1.00:0.05877,4071:0.22194)1.00:0.02883,((((((8093:0.06363,397:0.08860)1.00:0.02949,(7620:0.01302,5159:0.01877)1.00:0.04925)0.62:0.01395,((((8121:0.00107,8395:0.01581)1.00:0.01810,4252:0.01624)1.00:0.05554,(9614:0.05734,4128:0.04142)1.00:0.05153)1.00:0.03378,3068:0.04172)1.00:0.03908)0.65:0.02187,(5147:0.09115,7098:0.05802)0.08:0.00464)1.00:0.02980,3296:0.11312):0.03632,((2948:0.20104,(((2391:0.05161,5155:0.01603)0.99:0.01716,2258:0.04745)1.00:0.02984,(((9161:0.00226,7256:0.00169)0.00:0.00000,478:0.00169)0.76:0.00055,4466:0.00172)1.00:0.07431)1.00:0.02476)0.99:0.02702,(((628:0.02726,21:0.02643)1.00:0.03115,(8900:0.00000,788:0.00000)1.00:0.05257)1.00:0.03595,(5896:0.07012,3150:0.05007)1.00:0.03076)0.98:0.02115)1.00:0.04287)1.00:0.06356):0.00000;";Artele1122
